Date;AveragePrice;Total Volume;4046;4225;4770;Total Bags;Small Bags;Large Bags;XLarge Bags;type;year;estado;Event;Severity;month;IPC;Event_code;type_code;estado_code;Severity_code
12/4/2016;1.03;475815.02;210602.15;93414.72;207.15;171591;67806.59;103784.41;0;conventional;2016;GA;Rain;Heavy;12;0.021;4;0;5;0
12/4/2016;1.22;9990.29;738.64;2945.08;0;6306.57;20;6286.57;0;organic;2016;GA;Rain;Light;12;0.021;4;1;5;1
12/4/2016;1.22;9990.29;738.64;2945.08;0;6306.57;20;6286.57;0;organic;2016;GA;Rain;Moderate;12;0.021;4;1;5;2
12/4/2016;1.22;9990.29;738.64;2945.08;0;6306.57;20;6286.57;0;organic;2016;GA;Rain;Heavy;12;0.021;4;1;5;0
12/25/2016;1.47;550947.61;50818.61;344699.92;8529.79;146899.29;142957.45;2629.52;1312.32;conventional;2016;MD;Fog;Severe;12;0.021;1;0;12;4
12/25/2016;1.83;17061.38;802.28;5202.23;232.29;10824.58;10821.11;3.47;0;organic;2016;MD;Fog;Severe;12;0.021;1;1;12;4
12/18/2016;1.21;691008.74;57866.09;487109.62;8751.94;137281.09;133753.32;2845.65;682.12;conventional;2016;MD;Rain;Light;12;0.021;4;0;12;1
12/18/2016;1.86;14030.99;968.91;5004.91;302.95;7754.22;7711.79;42.43;0;organic;2016;MD;Rain;Light;12;0.021;4;1;12;1
12/25/2016;1.03;71168.92;27464.22;2892.64;6681.19;34130.87;33449.4;662.22;19.25;conventional;2016;ID;Snow;Light;12;0.021;5;0;6;1
12/25/2016;1.03;71168.92;27464.22;2892.64;6681.19;34130.87;33449.4;662.22;19.25;conventional;2016;ID;Fog;Severe;12;0.021;1;0;6;4
12/25/2016;1.03;71168.92;27464.22;2892.64;6681.19;34130.87;33449.4;662.22;19.25;conventional;2016;ID;Snow;Moderate;12;0.021;5;0;6;2
12/25/2016;0.77;6098.96;3;610.89;0;5485.07;862.73;4622.34;0;organic;2016;ID;Snow;Light;12;0.021;5;1;6;1
12/25/2016;0.77;6098.96;3;610.89;0;5485.07;862.73;4622.34;0;organic;2016;ID;Fog;Severe;12;0.021;1;1;6;4
12/25/2016;0.77;6098.96;3;610.89;0;5485.07;862.73;4622.34;0;organic;2016;ID;Snow;Moderate;12;0.021;5;1;6;2
12/18/2016;1.02;64421.58;28725.38;2337.22;5562.76;27796.22;27464.12;327.28;4.82;conventional;2016;ID;Snow;Light;12;0.021;5;0;6;1
12/18/2016;1.02;64421.58;28725.38;2337.22;5562.76;27796.22;27464.12;327.28;4.82;conventional;2016;ID;Snow;Moderate;12;0.021;5;0;6;2
12/18/2016;1.02;64421.58;28725.38;2337.22;5562.76;27796.22;27464.12;327.28;4.82;conventional;2016;ID;Cold;Severe;12;0.021;0;0;6;4
12/18/2016;1.02;64421.58;28725.38;2337.22;5562.76;27796.22;27464.12;327.28;4.82;conventional;2016;ID;Snow;Heavy;12;0.021;5;0;6;0
12/18/2016;1.02;64421.58;28725.38;2337.22;5562.76;27796.22;27464.12;327.28;4.82;conventional;2016;ID;Fog;Moderate;12;0.021;1;0;6;2
12/18/2016;1.14;2610.64;6;406.25;0;2198.39;552.12;1646.27;0;organic;2016;ID;Snow;Light;12;0.021;5;1;6;1
12/18/2016;1.14;2610.64;6;406.25;0;2198.39;552.12;1646.27;0;organic;2016;ID;Snow;Moderate;12;0.021;5;1;6;2
12/18/2016;1.14;2610.64;6;406.25;0;2198.39;552.12;1646.27;0;organic;2016;ID;Cold;Severe;12;0.021;0;1;6;4
12/18/2016;1.14;2610.64;6;406.25;0;2198.39;552.12;1646.27;0;organic;2016;ID;Snow;Heavy;12;0.021;5;1;6;0
12/18/2016;1.14;2610.64;6;406.25;0;2198.39;552.12;1646.27;0;organic;2016;ID;Fog;Moderate;12;0.021;1;1;6;2
12/11/2016;0.8;98346.8;30311.25;10382.62;4088.1;53564.83;53190.59;319.56;54.68;conventional;2016;ID;Snow;Light;12;0.021;5;0;6;1
12/11/2016;1.52;1864.49;0;461.87;0;1402.62;433.41;969.21;0;organic;2016;ID;Snow;Light;12;0.021;5;1;6;1
12/4/2016;1.01;72471.63;34194.72;2996.3;3771.85;31508.76;31278.13;217.75;12.88;conventional;2016;ID;Snow;Light;12;0.021;5;0;6;1
12/4/2016;1.01;72471.63;34194.72;2996.3;3771.85;31508.76;31278.13;217.75;12.88;conventional;2016;ID;Rain;Light;12;0.021;4;0;6;1
12/4/2016;1.01;72471.63;34194.72;2996.3;3771.85;31508.76;31278.13;217.75;12.88;conventional;2016;ID;Fog;Moderate;12;0.021;1;0;6;2
12/4/2016;1.48;2053.35;0;442.91;0;1610.44;405.18;1205.26;0;organic;2016;ID;Snow;Light;12;0.021;5;1;6;1
12/4/2016;1.48;2053.35;0;442.91;0;1610.44;405.18;1205.26;0;organic;2016;ID;Rain;Light;12;0.021;4;1;6;1
12/4/2016;1.48;2053.35;0;442.91;0;1610.44;405.18;1205.26;0;organic;2016;ID;Fog;Moderate;12;0.021;1;1;6;2
12/18/2016;1.09;579577.33;6123.84;488107.01;7765.43;77581.05;76135.49;1445.56;0;conventional;2016;MA;Rain;Light;12;0.021;4;0;11;1
12/18/2016;1.09;579577.33;6123.84;488107.01;7765.43;77581.05;76135.49;1445.56;0;conventional;2016;MA;Fog;Severe;12;0.021;1;0;11;4
12/18/2016;1.09;579577.33;6123.84;488107.01;7765.43;77581.05;76135.49;1445.56;0;conventional;2016;MA;Rain;Moderate;12;0.021;4;0;11;2
12/18/2016;2;11811.4;30.82;1065.46;1.24;10713.88;10535.61;178.27;0;organic;2016;MA;Rain;Light;12;0.021;4;1;11;1
12/18/2016;2;11811.4;30.82;1065.46;1.24;10713.88;10535.61;178.27;0;organic;2016;MA;Fog;Severe;12;0.021;1;1;11;4
12/18/2016;2;11811.4;30.82;1065.46;1.24;10713.88;10535.61;178.27;0;organic;2016;MA;Rain;Moderate;12;0.021;4;1;11;2
12/11/2016;1.22;510800.58;3711.2;409645.98;5052.84;92390.56;90449.44;1634.18;306.94;conventional;2016;MA;Snow;Light;12;0.021;5;0;11;1
12/11/2016;1.88;13714.62;22.64;1093.69;0;12598.29;12593.46;4.83;0;organic;2016;MA;Snow;Light;12;0.021;5;1;11;1
12/25/2016;0.94;5414937.46;1579234.89;2192460.84;99997.75;1543243.98;1405419.8;99069.58;38754.6;conventional;2016;CA;Snow;Light;12;0.021;5;0;1;1
12/25/2016;0.94;5414937.46;1579234.89;2192460.84;99997.75;1543243.98;1405419.8;99069.58;38754.6;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/25/2016;0.94;5414937.46;1579234.89;2192460.84;99997.75;1543243.98;1405419.8;99069.58;38754.6;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/25/2016;0.94;5414937.46;1579234.89;2192460.84;99997.75;1543243.98;1405419.8;99069.58;38754.6;conventional;2016;CA;Rain;Light;12;0.021;4;0;1;1
12/25/2016;0.84;2641775.31;794840.17;669585.49;65359.34;1111990.31;1032762.48;49937.35;29290.48;conventional;2016;CA;Snow;Light;12;0.021;5;0;1;1
12/25/2016;0.84;2641775.31;794840.17;669585.49;65359.34;1111990.31;1032762.48;49937.35;29290.48;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/25/2016;0.84;2641775.31;794840.17;669585.49;65359.34;1111990.31;1032762.48;49937.35;29290.48;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/25/2016;0.84;2641775.31;794840.17;669585.49;65359.34;1111990.31;1032762.48;49937.35;29290.48;conventional;2016;CA;Rain;Light;12;0.021;4;0;1;1
12/25/2016;1.07;428247.63;119611.9;263467.16;811.18;44357.39;39136.56;2868.61;2352.22;conventional;2016;CA;Snow;Light;12;0.021;5;0;1;1
12/25/2016;1.07;428247.63;119611.9;263467.16;811.18;44357.39;39136.56;2868.61;2352.22;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/25/2016;1.07;428247.63;119611.9;263467.16;811.18;44357.39;39136.56;2868.61;2352.22;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/25/2016;1.07;428247.63;119611.9;263467.16;811.18;44357.39;39136.56;2868.61;2352.22;conventional;2016;CA;Rain;Light;12;0.021;4;0;1;1
12/25/2016;0.89;473730.19;118030.19;191754.65;14438.25;149507.1;125660.66;22080.88;1765.56;conventional;2016;CA;Snow;Light;12;0.021;5;0;1;1
12/25/2016;0.89;473730.19;118030.19;191754.65;14438.25;149507.1;125660.66;22080.88;1765.56;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/25/2016;0.89;473730.19;118030.19;191754.65;14438.25;149507.1;125660.66;22080.88;1765.56;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/25/2016;0.89;473730.19;118030.19;191754.65;14438.25;149507.1;125660.66;22080.88;1765.56;conventional;2016;CA;Rain;Light;12;0.021;4;0;1;1
12/25/2016;1.18;690027.33;164595.96;462872.97;2525.58;60032.82;52277.99;7459.83;295;conventional;2016;CA;Snow;Light;12;0.021;5;0;1;1
12/25/2016;1.18;690027.33;164595.96;462872.97;2525.58;60032.82;52277.99;7459.83;295;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/25/2016;1.18;690027.33;164595.96;462872.97;2525.58;60032.82;52277.99;7459.83;295;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/25/2016;1.18;690027.33;164595.96;462872.97;2525.58;60032.82;52277.99;7459.83;295;conventional;2016;CA;Rain;Light;12;0.021;4;0;1;1
12/25/2016;1.53;132890.31;22779.87;56237.83;10.76;53861.85;43478.17;10383.68;0;organic;2016;CA;Snow;Light;12;0.021;5;1;1;1
12/25/2016;1.53;132890.31;22779.87;56237.83;10.76;53861.85;43478.17;10383.68;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/25/2016;1.53;132890.31;22779.87;56237.83;10.76;53861.85;43478.17;10383.68;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/25/2016;1.53;132890.31;22779.87;56237.83;10.76;53861.85;43478.17;10383.68;0;organic;2016;CA;Rain;Light;12;0.021;4;1;1;1
12/25/2016;1.17;81458.1;11324.9;25698.37;0;44434.83;37064.95;7369.88;0;organic;2016;CA;Snow;Light;12;0.021;5;1;1;1
12/25/2016;1.17;81458.1;11324.9;25698.37;0;44434.83;37064.95;7369.88;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/25/2016;1.17;81458.1;11324.9;25698.37;0;44434.83;37064.95;7369.88;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/25/2016;1.17;81458.1;11324.9;25698.37;0;44434.83;37064.95;7369.88;0;organic;2016;CA;Rain;Light;12;0.021;4;1;1;1
12/25/2016;2.41;4567.83;1449.65;2867.8;2.68;247.7;247.7;0;0;organic;2016;CA;Snow;Light;12;0.021;5;1;1;1
12/25/2016;2.41;4567.83;1449.65;2867.8;2.68;247.7;247.7;0;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/25/2016;2.41;4567.83;1449.65;2867.8;2.68;247.7;247.7;0;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/25/2016;2.41;4567.83;1449.65;2867.8;2.68;247.7;247.7;0;0;organic;2016;CA;Rain;Light;12;0.021;4;1;1;1
12/25/2016;1.43;12022.95;715.07;7537.57;0;3770.31;540;3230.31;0;organic;2016;CA;Snow;Light;12;0.021;5;1;1;1
12/25/2016;1.43;12022.95;715.07;7537.57;0;3770.31;540;3230.31;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/25/2016;1.43;12022.95;715.07;7537.57;0;3770.31;540;3230.31;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/25/2016;1.43;12022.95;715.07;7537.57;0;3770.31;540;3230.31;0;organic;2016;CA;Rain;Light;12;0.021;4;1;1;1
12/25/2016;2.56;16169.17;5599.25;8335.16;0;2234.76;2234.76;0;0;organic;2016;CA;Snow;Light;12;0.021;5;1;1;1
12/25/2016;2.56;16169.17;5599.25;8335.16;0;2234.76;2234.76;0;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/25/2016;2.56;16169.17;5599.25;8335.16;0;2234.76;2234.76;0;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/25/2016;2.56;16169.17;5599.25;8335.16;0;2234.76;2234.76;0;0;organic;2016;CA;Rain;Light;12;0.021;4;1;1;1
12/18/2016;0.95;4922621.54;1575318.71;1774200.38;90983.73;1482118.72;1313839.11;135367.97;32911.64;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/18/2016;0.95;4922621.54;1575318.71;1774200.38;90983.73;1482118.72;1313839.11;135367.97;32911.64;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/18/2016;0.84;2377799.62;767981.95;513487.28;56245.11;1040085.28;961115.47;55112.27;23857.54;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/18/2016;0.84;2377799.62;767981.95;513487.28;56245.11;1040085.28;961115.47;55112.27;23857.54;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/18/2016;1.04;384448.27;125324.05;218206.45;887.61;40030.16;32583.06;5207.1;2240;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/18/2016;1.04;384448.27;125324.05;218206.45;887.61;40030.16;32583.06;5207.1;2240;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/18/2016;0.9;437170.79;106000.4;161104.63;14145.04;155920.72;115858.84;38951.6;1110.28;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/18/2016;0.9;437170.79;106000.4;161104.63;14145.04;155920.72;115858.84;38951.6;1110.28;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/18/2016;1.22;643518.28;173909.85;401462.31;3063.29;65082.83;52370.05;11823.61;889.17;conventional;2016;CA;Fog;Severe;12;0.021;1;0;1;4
12/18/2016;1.22;643518.28;173909.85;401462.31;3063.29;65082.83;52370.05;11823.61;889.17;conventional;2016;CA;Fog;Moderate;12;0.021;1;0;1;2
12/18/2016;1.61;122728.42;18006.04;60993.65;176.75;43551.98;37872.37;5679.61;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/18/2016;1.61;122728.42;18006.04;60993.65;176.75;43551.98;37872.37;5679.61;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/18/2016;1.29;75362.42;8328.2;30745.08;101.67;36187.47;31983.42;4204.05;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/18/2016;1.29;75362.42;8328.2;30745.08;101.67;36187.47;31983.42;4204.05;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/18/2016;2.36;3768.98;1376.52;2177.8;0;214.66;214.66;0;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/18/2016;2.36;3768.98;1376.52;2177.8;0;214.66;214.66;0;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/18/2016;1.63;12212.22;829.17;9348.28;52.46;1982.31;403.33;1578.98;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/18/2016;1.63;12212.22;829.17;9348.28;52.46;1982.31;403.33;1578.98;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
12/18/2016;2.57;14537.83;4731.38;7497.35;0;2309.1;2309.1;0;0;organic;2016;CA;Fog;Severe;12;0.021;1;1;1;4
12/18/2016;2.57;14537.83;4731.38;7497.35;0;2309.1;2309.1;0;0;organic;2016;CA;Fog;Moderate;12;0.021;1;1;1;2
